09/10/24 10:34:53 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

09/10/24 10:34:53 Train Loader Image Data Size: (28, 28)
09/10/24 10:34:54 (0m 00s) | [1/10000] Batch 0 (0.682s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0125 | Abs. Loss: 10.01
09/10/24 10:35:00 (0m 06s) | [1/10000] Batch 141 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0364 | Abs. Loss: 1421.10
09/10/24 10:35:00 (0m 06s) | [1/10000] Batch 142 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0130 | Abs. Loss: 1431.11
09/10/24 10:35:00 (0m 06s) | [1/10000] Batch 143 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9987 | Abs. Loss: 1441.11
09/10/24 10:35:00 (0m 06s) | [1/10000] Batch 144 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0053 | Abs. Loss: 1451.11
09/10/24 10:35:00 (0m 06s) | [1/10000] Batch 145 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0044 | Abs. Loss: 1461.12
09/10/24 10:35:00 (0m 06s) | [1/10000] Batch 146 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9921 | Abs. Loss: 1471.11
09/10/24 10:35:00 (0m 06s) | [1/10000] Batch 147 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0117 | Abs. Loss: 1481.12
09/10/24 10:35:00 (0m 06s) | [1/10000] Batch 148 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0023 | Abs. Loss: 1491.12
09/10/24 10:35:00 (0m 06s) | [1/10000] Batch 149 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0102 | Abs. Loss: 1501.13
09/10/24 10:35:00 (0m 06s) | [1/10000] Batch 150 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9940 | Abs. Loss: 1511.13
09/10/24 10:35:00 (0m 07s) | [1/10000] Batch 151 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0115 | Abs. Loss: 1521.14
09/10/24 10:35:00 (0m 07s) | [1/10000] Batch 152 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0284 | Abs. Loss: 1531.17
09/10/24 10:35:00 (0m 07s) | [1/10000] Batch 153 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0249 | Abs. Loss: 1541.19
09/10/24 10:35:00 (0m 07s) | [1/10000] Batch 154 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0033 | Abs. Loss: 1551.20
09/10/24 10:35:00 (0m 07s) | [1/10000] Batch 155 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9826 | Abs. Loss: 1561.18
09/10/24 10:35:00 (0m 07s) | [1/10000] Batch 156 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0029 | Abs. Loss: 1571.18
09/10/24 10:35:00 (0m 07s) | [1/10000] Batch 157 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0079 | Abs. Loss: 1581.19
09/10/24 10:35:00 (0m 07s) | [1/10000] Batch 158 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0047 | Abs. Loss: 1591.19
09/10/24 10:35:00 (0m 07s) | [1/10000] Batch 159 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0179 | Abs. Loss: 1601.21
09/10/24 10:35:00 (0m 07s) | [1/10000] Batch 160 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0401 | Abs. Loss: 1611.25
09/10/24 10:35:00 (0m 07s) | [1/10000] Batch 161 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0217 | Abs. Loss: 1621.27
09/10/24 10:35:00 (0m 07s) | [1/10000] Batch 162 (0.006s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0279 | Abs. Loss: 1631.30
09/10/24 10:35:00 (0m 07s) | [1/10000] Batch 163 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0256 | Abs. Loss: 1641.33
09/10/24 10:35:00 (0m 07s) | [1/10000] Batch 164 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0213 | Abs. Loss: 1651.35
09/10/24 10:35:00 (0m 07s) | [1/10000] Batch 165 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0223 | Abs. Loss: 1661.37
09/10/24 10:35:00 (0m 07s) | [1/10000] Batch 166 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9945 | Abs. Loss: 1671.37
09/10/24 10:35:01 (0m 07s) | [1/10000] Batch 167 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0247 | Abs. Loss: 1681.39
09/10/24 10:35:01 (0m 07s) | [1/10000] Batch 168 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0049 | Abs. Loss: 1691.39
09/10/24 10:35:01 (0m 07s) | [1/10000] Batch 169 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0078 | Abs. Loss: 1701.40
09/10/24 10:35:01 (0m 07s) | [1/10000] Batch 170 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9933 | Abs. Loss: 1711.40
09/10/24 10:35:01 (0m 07s) | [1/10000] Batch 171 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0026 | Abs. Loss: 1721.40
09/10/24 10:35:01 (0m 07s) | [1/10000] Batch 172 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0054 | Abs. Loss: 1731.40
09/10/24 10:35:01 (0m 07s) | [1/10000] Batch 173 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0255 | Abs. Loss: 1741.43
09/10/24 10:35:01 (0m 07s) | [1/10000] Batch 174 (0.006s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0055 | Abs. Loss: 1751.44
09/10/24 10:35:01 (0m 07s) | [1/10000] Batch 175 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0042 | Abs. Loss: 1761.44
09/10/24 10:35:01 (0m 07s) | [1/10000] Batch 176 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0247 | Abs. Loss: 1771.46
09/10/24 10:35:01 (0m 07s) | [1/10000] Batch 177 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0185 | Abs. Loss: 1781.48
09/10/24 10:35:01 (0m 08s) | [1/10000] Batch 178 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0104 | Abs. Loss: 1791.49
09/10/24 10:35:01 (0m 08s) | [1/10000] Batch 179 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0124 | Abs. Loss: 1801.51
09/10/24 10:35:01 (0m 08s) | [1/10000] Batch 180 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0166 | Abs. Loss: 1811.52
09/10/24 10:35:01 (0m 08s) | [1/10000] Batch 181 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9853 | Abs. Loss: 1821.51
09/10/24 10:35:01 (0m 08s) | [1/10000] Batch 182 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9945 | Abs. Loss: 1831.50
09/10/24 10:35:01 (0m 08s) | [1/10000] Batch 183 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0183 | Abs. Loss: 1841.52
09/10/24 10:35:01 (0m 08s) | [1/10000] Batch 184 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9902 | Abs. Loss: 1851.51
09/10/24 10:35:01 (0m 08s) | [1/10000] Batch 185 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0110 | Abs. Loss: 1861.52
09/10/24 10:35:01 (0m 08s) | [1/10000] Batch 186 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9924 | Abs. Loss: 1871.51
09/10/24 10:35:01 (0m 08s) | [1/10000] Batch 187 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9980 | Abs. Loss: 1881.51
09/10/24 10:35:01 (0m 08s) | [1/10000] Batch 188 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0290 | Abs. Loss: 1891.54
09/10/24 10:35:01 (0m 08s) | [1/10000] Batch 189 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9765 | Abs. Loss: 1901.52
09/10/24 10:35:01 (0m 08s) | [1/10000] Batch 190 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9949 | Abs. Loss: 1911.51
09/10/24 10:35:01 (0m 08s) | [1/10000] Batch 191 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9984 | Abs. Loss: 1921.51
09/10/24 10:35:01 (0m 08s) | [1/10000] Batch 192 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0214 | Abs. Loss: 1931.53
09/10/24 10:35:01 (0m 08s) | [1/10000] Batch 193 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0206 | Abs. Loss: 1941.55
09/10/24 10:35:02 (0m 08s) | [1/10000] Batch 194 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0005 | Abs. Loss: 1951.55
09/10/24 10:35:02 (0m 08s) | [1/10000] Batch 195 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0031 | Abs. Loss: 1961.56
09/10/24 10:35:02 (0m 08s) | [1/10000] Batch 196 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0058 | Abs. Loss: 1971.56
09/10/24 10:35:02 (0m 08s) | [1/10000] Batch 197 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0254 | Abs. Loss: 1981.59
09/10/24 10:35:02 (0m 08s) | [1/10000] Batch 198 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0187 | Abs. Loss: 1991.61
09/10/24 10:35:02 (0m 08s) | [1/10000] Batch 199 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0128 | Abs. Loss: 2001.62
09/10/24 10:35:02 (0m 08s) | [1/10000] Batch 200 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9926 | Abs. Loss: 2011.61
09/10/24 10:35:02 (0m 08s) | [1/10000] Batch 201 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0023 | Abs. Loss: 2021.61
09/10/24 10:35:02 (0m 08s) | [1/10000] Batch 202 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0290 | Abs. Loss: 2031.64
09/10/24 10:35:02 (0m 08s) | [1/10000] Batch 203 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0164 | Abs. Loss: 2041.66
09/10/24 10:35:02 (0m 08s) | [1/10000] Batch 204 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0135 | Abs. Loss: 2051.67
09/10/24 10:35:02 (0m 09s) | [1/10000] Batch 205 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0181 | Abs. Loss: 2061.69
09/10/24 10:35:02 (0m 09s) | [1/10000] Batch 206 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0133 | Abs. Loss: 2071.70
09/10/24 10:35:02 (0m 09s) | [1/10000] Batch 207 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9812 | Abs. Loss: 2081.69
09/10/24 10:35:02 (0m 09s) | [1/10000] Batch 208 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0166 | Abs. Loss: 2091.70
09/10/24 10:35:02 (0m 09s) | [1/10000] Batch 209 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0090 | Abs. Loss: 2101.71
09/10/24 10:35:02 (0m 09s) | [1/10000] Batch 210 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0075 | Abs. Loss: 2111.72
09/10/24 10:35:02 (0m 09s) | [1/10000] Batch 211 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0116 | Abs. Loss: 2121.73
09/10/24 10:35:02 (0m 09s) | [1/10000] Batch 212 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0188 | Abs. Loss: 2131.75
09/10/24 10:35:02 (0m 09s) | [1/10000] Batch 213 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0054 | Abs. Loss: 2141.75
09/10/24 10:35:02 (0m 09s) | [1/10000] Batch 214 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9939 | Abs. Loss: 2151.75
09/10/24 10:35:02 (0m 09s) | [1/10000] Batch 215 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9990 | Abs. Loss: 2161.75
09/10/24 10:35:02 (0m 09s) | [1/10000] Batch 216 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0091 | Abs. Loss: 2171.76
09/10/24 10:35:02 (0m 09s) | [1/10000] Batch 217 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9930 | Abs. Loss: 2181.75
09/10/24 10:35:02 (0m 09s) | [1/10000] Batch 218 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0092 | Abs. Loss: 2191.76
09/10/24 10:35:02 (0m 09s) | [1/10000] Batch 219 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0247 | Abs. Loss: 2201.78
09/10/24 10:35:02 (0m 09s) | [1/10000] Batch 220 (0.006s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0221 | Abs. Loss: 2211.80
09/10/24 10:35:03 (0m 09s) | [1/10000] Batch 221 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0344 | Abs. Loss: 2221.84
09/10/24 10:35:03 (0m 09s) | [1/10000] Batch 222 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0171 | Abs. Loss: 2231.86
09/10/24 10:35:03 (0m 09s) | [1/10000] Batch 223 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0150 | Abs. Loss: 2241.87
09/10/24 10:35:03 (0m 09s) | [1/10000] Batch 224 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0042 | Abs. Loss: 2251.88
09/10/24 10:35:03 (0m 09s) | [1/10000] Batch 225 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9993 | Abs. Loss: 2261.87
09/10/24 10:35:03 (0m 09s) | [1/10000] Batch 226 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0015 | Abs. Loss: 2271.88
09/10/24 10:35:03 (0m 09s) | [1/10000] Batch 227 (0.006s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9978 | Abs. Loss: 2281.87
09/10/24 10:35:03 (0m 09s) | [1/10000] Batch 228 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0001 | Abs. Loss: 2291.87
09/10/24 10:35:03 (0m 10s) | [1/10000] Batch 229 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0424 | Abs. Loss: 2301.92
09/10/24 10:35:03 (0m 10s) | [1/10000] Batch 230 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0169 | Abs. Loss: 2311.93
09/10/24 10:35:03 (0m 10s) | [1/10000] Batch 231 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9974 | Abs. Loss: 2321.93
09/10/24 10:35:03 (0m 10s) | [1/10000] Batch 232 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0024 | Abs. Loss: 2331.93
09/10/24 10:35:03 (0m 10s) | [1/10000] Batch 233 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0242 | Abs. Loss: 2341.96
09/10/24 10:35:03 (0m 10s) | [1/10000] Batch 234 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0065 | Abs. Loss: 2351.96
09/10/24 10:35:03 (0m 10s) | [1/10000] Batch 235 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0105 | Abs. Loss: 2361.97
09/10/24 10:35:03 (0m 10s) | [1/10000] Batch 236 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0047 | Abs. Loss: 2371.98
09/10/24 10:35:03 (0m 10s) | [1/10000] Batch 237 (0.006s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0227 | Abs. Loss: 2382.00
09/10/24 10:35:03 (0m 10s) | [1/10000] Batch 238 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0164 | Abs. Loss: 2392.02
09/10/24 10:35:03 (0m 10s) | [1/10000] Batch 239 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0451 | Abs. Loss: 2402.06
09/10/24 10:35:03 (0m 10s) | [1/10000] Batch 240 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9910 | Abs. Loss: 2412.05
09/10/24 10:35:03 (0m 10s) | [1/10000] Batch 241 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9933 | Abs. Loss: 2422.05
09/10/24 10:35:03 (0m 10s) | [1/10000] Batch 242 (0.006s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0165 | Abs. Loss: 2432.06
09/10/24 10:35:03 (0m 10s) | [1/10000] Batch 243 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0020 | Abs. Loss: 2442.07
09/10/24 10:35:03 (0m 10s) | [1/10000] Batch 244 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9793 | Abs. Loss: 2452.05
09/10/24 10:35:04 (0m 10s) | [1/10000] Batch 245 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0146 | Abs. Loss: 2462.06
09/10/24 10:35:04 (0m 10s) | [1/10000] Batch 246 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9919 | Abs. Loss: 2472.05
09/10/24 10:35:04 (0m 10s) | [1/10000] Batch 247 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0464 | Abs. Loss: 2482.10
09/10/24 10:35:04 (0m 10s) | [1/10000] Batch 248 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9883 | Abs. Loss: 2492.09
09/10/24 10:35:04 (0m 10s) | [1/10000] Batch 249 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0005 | Abs. Loss: 2502.09
09/10/24 10:35:04 (0m 10s) | [1/10000] Batch 250 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0047 | Abs. Loss: 2512.09
09/10/24 10:35:04 (0m 10s) | [1/10000] Batch 251 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9968 | Abs. Loss: 2522.09
09/10/24 10:35:04 (0m 10s) | [1/10000] Batch 252 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9959 | Abs. Loss: 2532.08
09/10/24 10:35:04 (0m 10s) | [1/10000] Batch 253 (0.006s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0045 | Abs. Loss: 2542.09
09/10/24 10:35:04 (0m 10s) | [1/10000] Batch 254 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0325 | Abs. Loss: 2552.12
09/10/24 10:35:04 (0m 10s) | [1/10000] Batch 255 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0173 | Abs. Loss: 2562.14
09/10/24 10:35:04 (0m 11s) | [1/10000] Batch 256 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0467 | Abs. Loss: 2572.19
09/10/24 10:35:04 (0m 11s) | [1/10000] Batch 257 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9976 | Abs. Loss: 2582.18
09/10/24 10:35:04 (0m 11s) | [1/10000] Batch 258 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9800 | Abs. Loss: 2592.16
09/10/24 10:35:04 (0m 11s) | [1/10000] Batch 259 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0004 | Abs. Loss: 2602.16
09/10/24 10:35:04 (0m 11s) | [1/10000] Batch 260 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0201 | Abs. Loss: 2612.18
09/10/24 10:35:04 (0m 11s) | [1/10000] Batch 261 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0301 | Abs. Loss: 2622.21
09/10/24 10:35:04 (0m 11s) | [1/10000] Batch 262 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0224 | Abs. Loss: 2632.24
09/10/24 10:35:04 (0m 11s) | [1/10000] Batch 263 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0132 | Abs. Loss: 2642.25
09/10/24 10:35:04 (0m 11s) | [1/10000] Batch 264 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0132 | Abs. Loss: 2652.26
09/10/24 10:35:04 (0m 11s) | [1/10000] Batch 265 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9885 | Abs. Loss: 2662.25
09/10/24 10:35:04 (0m 11s) | [1/10000] Batch 266 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0407 | Abs. Loss: 2672.29
09/10/24 10:35:04 (0m 11s) | [1/10000] Batch 267 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0119 | Abs. Loss: 2682.30
09/10/24 10:35:04 (0m 11s) | [1/10000] Batch 268 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0176 | Abs. Loss: 2692.32
09/10/24 10:35:04 (0m 11s) | [1/10000] Batch 269 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0116 | Abs. Loss: 2702.33
09/10/24 10:35:04 (0m 11s) | [1/10000] Batch 270 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0132 | Abs. Loss: 2712.35
09/10/24 10:35:04 (0m 11s) | [1/10000] Batch 271 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9814 | Abs. Loss: 2722.33
09/10/24 10:35:05 (0m 11s) | [1/10000] Batch 272 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0026 | Abs. Loss: 2732.33
09/10/24 10:35:05 (0m 11s) | [1/10000] Batch 273 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0143 | Abs. Loss: 2742.34
09/10/24 10:35:05 (0m 11s) | [1/10000] Batch 274 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0084 | Abs. Loss: 2752.35
09/10/24 10:35:05 (0m 11s) | [1/10000] Batch 275 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0066 | Abs. Loss: 2762.36
09/10/24 10:35:05 (0m 11s) | [1/10000] Batch 276 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0238 | Abs. Loss: 2772.38
09/10/24 10:35:05 (0m 11s) | [1/10000] Batch 277 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0021 | Abs. Loss: 2782.39
09/10/24 10:35:05 (0m 11s) | [1/10000] Batch 278 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9817 | Abs. Loss: 2792.37
09/10/24 10:35:05 (0m 11s) | [1/10000] Batch 279 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0024 | Abs. Loss: 2802.37
09/10/24 10:35:05 (0m 11s) | [1/10000] Batch 280 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0051 | Abs. Loss: 2812.37
09/10/24 10:35:05 (0m 11s) | [1/10000] Batch 281 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9962 | Abs. Loss: 2822.37
09/10/24 10:35:05 (0m 11s) | [1/10000] Batch 282 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0055 | Abs. Loss: 2832.38
09/10/24 10:35:05 (0m 12s) | [1/10000] Batch 283 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0130 | Abs. Loss: 2842.39
