10/04/24 22:56:10 Textual logger initiated. Now configuring tensorboard writer.
10/04/24 22:56:10 Tensorboard writers created. Tensorboard logs will be saved to "./Training Logs/10-04-24__22-56-10/tensorboard".
10/04/24 22:56:10 Starting Tensorboard thread...
10/04/24 22:56:14 Tensorboard is ready at http://localhost:6006/.
10/04/24 22:56:14 Continuing to training script...
10/04/24 22:56:17 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('h_dim', 1024), ('latent_dim', 128))
10/04/24 22:56:17 Train Loader Image Data Size: (28, 28)
10/04/24 22:56:18 (0:00:00.80) | [1/10000] Batch 0 (0.769s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 15058.193, Rec. Loss: 14631.21289062 | Total Loss: 14646.27148438
10/04/24 22:56:23 (0:00:05.85) | [1/10000] Batch 128 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12871.605, Rec. Loss: 12646.98632812 | Total Loss: 12659.85839844
10/04/24 22:56:23 (0:00:05.89) | [1/10000] Batch 129 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14555.046, Rec. Loss: 14304.92773438 | Total Loss: 14319.48242188
10/04/24 22:56:23 (0:00:05.93) | [1/10000] Batch 130 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12805.376, Rec. Loss: 12547.52441406 | Total Loss: 12560.33007812
10/04/24 22:56:23 (0:00:05.97) | [1/10000] Batch 131 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14514.770, Rec. Loss: 14259.49023438 | Total Loss: 14274.00488281
10/04/24 22:56:23 (0:00:06.01) | [1/10000] Batch 132 (0.010s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14211.537, Rec. Loss: 13900.44238281 | Total Loss: 13914.65429688
10/04/24 22:56:23 (0:00:06.05) | [1/10000] Batch 133 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14505.174, Rec. Loss: 14250.72851562 | Total Loss: 14265.23339844
10/04/24 22:56:23 (0:00:06.09) | [1/10000] Batch 134 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14147.857, Rec. Loss: 13846.81152344 | Total Loss: 13860.95898438
10/04/24 22:56:23 (0:00:06.13) | [1/10000] Batch 135 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14137.292, Rec. Loss: 13847.54589844 | Total Loss: 13861.68359375
10/04/24 22:56:23 (0:00:06.17) | [1/10000] Batch 136 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14233.265, Rec. Loss: 13904.33300781 | Total Loss: 13918.56640625
10/04/24 22:56:23 (0:00:06.21) | [1/10000] Batch 137 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13011.812, Rec. Loss: 12842.52050781 | Total Loss: 12855.53222656
10/04/24 22:56:23 (0:00:06.25) | [1/10000] Batch 138 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13652.478, Rec. Loss: 13404.86132812 | Total Loss: 13418.51367188
10/04/24 22:56:23 (0:00:06.30) | [1/10000] Batch 139 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13523.474, Rec. Loss: 13305.86132812 | Total Loss: 13319.38476562
10/04/24 22:56:23 (0:00:06.34) | [1/10000] Batch 140 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14036.459, Rec. Loss: 13767.10546875 | Total Loss: 13781.14160156
10/04/24 22:56:23 (0:00:06.37) | [1/10000] Batch 141 (0.010s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13930.062, Rec. Loss: 13666.14160156 | Total Loss: 13680.07128906
10/04/24 22:56:23 (0:00:06.41) | [1/10000] Batch 142 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12756.545, Rec. Loss: 12557.38378906 | Total Loss: 12570.14062500
10/04/24 22:56:23 (0:00:06.45) | [1/10000] Batch 143 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14015.671, Rec. Loss: 13683.16796875 | Total Loss: 13697.18359375
10/04/24 22:56:23 (0:00:06.49) | [1/10000] Batch 144 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13867.145, Rec. Loss: 13645.94335938 | Total Loss: 13659.81054688
10/04/24 22:56:23 (0:00:06.53) | [1/10000] Batch 145 (0.010s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13657.588, Rec. Loss: 13425.49414062 | Total Loss: 13439.15136719
10/04/24 22:56:23 (0:00:06.57) | [1/10000] Batch 146 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13560.887, Rec. Loss: 13313.82324219 | Total Loss: 13327.38378906
10/04/24 22:56:23 (0:00:06.61) | [1/10000] Batch 147 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12936.688, Rec. Loss: 12641.08105469 | Total Loss: 12654.01757812
10/04/24 22:56:23 (0:00:06.65) | [1/10000] Batch 148 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12898.166, Rec. Loss: 12629.98730469 | Total Loss: 12642.88574219
10/04/24 22:56:24 (0:00:06.69) | [1/10000] Batch 149 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13755.685, Rec. Loss: 13517.49707031 | Total Loss: 13531.25292969
10/04/24 22:56:24 (0:00:06.73) | [1/10000] Batch 150 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14025.043, Rec. Loss: 13809.49902344 | Total Loss: 13823.52441406
10/04/24 22:56:24 (0:00:06.77) | [1/10000] Batch 151 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13031.747, Rec. Loss: 12784.93945312 | Total Loss: 12797.97167969
10/04/24 22:56:24 (0:00:06.81) | [1/10000] Batch 152 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14686.277, Rec. Loss: 14353.41894531 | Total Loss: 14368.10546875
10/04/24 22:56:24 (0:00:06.85) | [1/10000] Batch 153 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13999.809, Rec. Loss: 13689.18847656 | Total Loss: 13703.18847656
10/04/24 22:56:24 (0:00:06.89) | [1/10000] Batch 154 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13052.254, Rec. Loss: 12807.94531250 | Total Loss: 12820.99804688
10/04/24 22:56:24 (0:00:06.93) | [1/10000] Batch 155 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12861.942, Rec. Loss: 12678.93554688 | Total Loss: 12691.79785156
10/04/24 22:56:24 (0:00:06.97) | [1/10000] Batch 156 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13832.674, Rec. Loss: 13632.54003906 | Total Loss: 13646.37304688
10/04/24 22:56:24 (0:00:07.01) | [1/10000] Batch 157 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12682.488, Rec. Loss: 12454.95800781 | Total Loss: 12467.64062500
10/04/24 22:56:24 (0:00:07.05) | [1/10000] Batch 158 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13385.150, Rec. Loss: 13089.76855469 | Total Loss: 13103.15332031
10/04/24 22:56:24 (0:00:07.09) | [1/10000] Batch 159 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12624.311, Rec. Loss: 12410.25585938 | Total Loss: 12422.87988281
10/04/24 22:56:24 (0:00:07.13) | [1/10000] Batch 160 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13960.213, Rec. Loss: 13758.81835938 | Total Loss: 13772.77832031
10/04/24 22:56:24 (0:00:07.17) | [1/10000] Batch 161 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13736.514, Rec. Loss: 13488.26074219 | Total Loss: 13501.99707031
10/04/24 22:56:24 (0:00:07.21) | [1/10000] Batch 162 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13449.792, Rec. Loss: 13206.50976562 | Total Loss: 13219.95996094
10/04/24 22:56:24 (0:00:07.25) | [1/10000] Batch 163 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14465.629, Rec. Loss: 14133.59960938 | Total Loss: 14148.06542969
10/04/24 22:56:24 (0:00:07.29) | [1/10000] Batch 164 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13000.688, Rec. Loss: 12737.43066406 | Total Loss: 12750.43164062
10/04/24 22:56:24 (0:00:07.33) | [1/10000] Batch 165 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13676.824, Rec. Loss: 13481.47753906 | Total Loss: 13495.15429688
10/04/24 22:56:24 (0:00:07.37) | [1/10000] Batch 166 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14290.715, Rec. Loss: 14056.46484375 | Total Loss: 14070.75585938
10/04/24 22:56:24 (0:00:07.41) | [1/10000] Batch 167 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13090.682, Rec. Loss: 12929.22460938 | Total Loss: 12942.31542969
10/04/24 22:56:24 (0:00:07.45) | [1/10000] Batch 168 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13013.087, Rec. Loss: 12827.79101562 | Total Loss: 12840.80371094
10/04/24 22:56:24 (0:00:07.49) | [1/10000] Batch 169 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13791.557, Rec. Loss: 13580.30859375 | Total Loss: 13594.10058594
10/04/24 22:56:24 (0:00:07.53) | [1/10000] Batch 170 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13941.153, Rec. Loss: 13664.59082031 | Total Loss: 13678.53222656
10/04/24 22:56:24 (0:00:07.57) | [1/10000] Batch 171 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12791.375, Rec. Loss: 12534.90917969 | Total Loss: 12547.70019531
10/04/24 22:56:24 (0:00:07.61) | [1/10000] Batch 172 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14874.297, Rec. Loss: 14447.95800781 | Total Loss: 14462.83203125
10/04/24 22:56:24 (0:00:07.66) | [1/10000] Batch 173 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13701.145, Rec. Loss: 13454.48242188 | Total Loss: 13468.18359375
10/04/24 22:56:25 (0:00:07.70) | [1/10000] Batch 174 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13070.260, Rec. Loss: 12864.57226562 | Total Loss: 12877.64257812
10/04/24 22:56:25 (0:00:07.74) | [1/10000] Batch 175 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12802.591, Rec. Loss: 12506.46777344 | Total Loss: 12519.27050781
10/04/24 22:56:25 (0:00:07.78) | [1/10000] Batch 176 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13853.254, Rec. Loss: 13642.22167969 | Total Loss: 13656.07519531
10/04/24 22:56:25 (0:00:07.82) | [1/10000] Batch 177 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13623.677, Rec. Loss: 13416.82226562 | Total Loss: 13430.44628906
10/04/24 22:56:25 (0:00:07.86) | [1/10000] Batch 178 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14267.706, Rec. Loss: 14024.65429688 | Total Loss: 14038.92187500
10/04/24 22:56:25 (0:00:07.90) | [1/10000] Batch 179 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13615.014, Rec. Loss: 13403.33691406 | Total Loss: 13416.95214844
10/04/24 22:56:25 (0:00:07.94) | [1/10000] Batch 180 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13677.304, Rec. Loss: 13508.53222656 | Total Loss: 13522.20996094
10/04/24 22:56:25 (0:00:07.98) | [1/10000] Batch 181 (0.013s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13319.926, Rec. Loss: 13087.05175781 | Total Loss: 13100.37207031
10/04/24 22:56:25 (0:00:08.03) | [1/10000] Batch 182 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14543.377, Rec. Loss: 14317.80566406 | Total Loss: 14332.34863281
10/04/24 22:56:25 (0:00:08.07) | [1/10000] Batch 183 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13417.286, Rec. Loss: 13273.20117188 | Total Loss: 13286.61816406
10/04/24 22:56:25 (0:00:08.11) | [1/10000] Batch 184 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13734.681, Rec. Loss: 13478.49023438 | Total Loss: 13492.22460938
10/04/24 22:56:25 (0:00:08.15) | [1/10000] Batch 185 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14185.512, Rec. Loss: 13959.72851562 | Total Loss: 13973.91406250
10/04/24 22:56:25 (0:00:08.19) | [1/10000] Batch 186 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14340.963, Rec. Loss: 14170.56933594 | Total Loss: 14184.91015625
10/04/24 22:56:25 (0:00:08.23) | [1/10000] Batch 187 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14312.567, Rec. Loss: 13899.26562500 | Total Loss: 13913.57812500
10/04/24 22:56:25 (0:00:08.27) | [1/10000] Batch 188 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12562.195, Rec. Loss: 12413.71386719 | Total Loss: 12426.27636719
10/04/24 22:56:25 (0:00:08.31) | [1/10000] Batch 189 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12067.412, Rec. Loss: 11848.30761719 | Total Loss: 11860.37500000
10/04/24 22:56:25 (0:00:08.35) | [1/10000] Batch 190 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14167.865, Rec. Loss: 13912.98242188 | Total Loss: 13927.15039062
10/04/24 22:56:25 (0:00:08.39) | [1/10000] Batch 191 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13923.115, Rec. Loss: 13675.87304688 | Total Loss: 13689.79589844
10/04/24 22:56:25 (0:00:08.43) | [1/10000] Batch 192 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13307.727, Rec. Loss: 13143.41699219 | Total Loss: 13156.72460938
10/04/24 22:56:25 (0:00:08.47) | [1/10000] Batch 193 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13369.681, Rec. Loss: 13178.83398438 | Total Loss: 13192.20410156
10/04/24 22:56:25 (0:00:08.51) | [1/10000] Batch 194 (0.013s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14844.982, Rec. Loss: 14654.54003906 | Total Loss: 14669.38476562
10/04/24 22:56:25 (0:00:08.56) | [1/10000] Batch 195 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14202.998, Rec. Loss: 13985.59375000 | Total Loss: 13999.79687500
10/04/24 22:56:25 (0:00:08.60) | [1/10000] Batch 196 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13785.352, Rec. Loss: 13550.25195312 | Total Loss: 13564.03710938
10/04/24 22:56:25 (0:00:08.64) | [1/10000] Batch 197 (0.013s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14349.155, Rec. Loss: 14161.41699219 | Total Loss: 14175.76660156
10/04/24 22:56:26 (0:00:08.68) | [1/10000] Batch 198 (0.013s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 15000.484, Rec. Loss: 14753.50488281 | Total Loss: 14768.50488281
10/04/24 22:56:26 (0:00:08.72) | [1/10000] Batch 199 (0.013s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13268.217, Rec. Loss: 13096.31054688 | Total Loss: 13109.57910156
10/04/24 22:56:26 (0:00:08.76) | [1/10000] Batch 200 (0.013s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13991.693, Rec. Loss: 13788.99902344 | Total Loss: 13802.99023438
10/04/24 22:56:26 (0:00:08.81) | [1/10000] Batch 201 (0.018s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 11931.491, Rec. Loss: 11807.53320312 | Total Loss: 11819.46484375
10/04/24 22:56:26 (0:00:08.86) | [1/10000] Batch 202 (0.016s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14351.631, Rec. Loss: 14161.98339844 | Total Loss: 14176.33496094
10/04/24 22:56:26 (0:00:08.90) | [1/10000] Batch 203 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14107.303, Rec. Loss: 13858.78222656 | Total Loss: 13872.88964844
10/04/24 22:56:26 (0:00:08.94) | [1/10000] Batch 204 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13601.021, Rec. Loss: 13380.98730469 | Total Loss: 13394.58789062
10/04/24 22:56:26 (0:00:08.98) | [1/10000] Batch 205 (0.010s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13703.791, Rec. Loss: 13482.10253906 | Total Loss: 13495.80664062
10/04/24 22:56:26 (0:00:09.01) | [1/10000] Batch 206 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13853.037, Rec. Loss: 13701.39746094 | Total Loss: 13715.25097656
10/04/24 22:56:26 (0:00:09.05) | [1/10000] Batch 207 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13917.785, Rec. Loss: 13675.13769531 | Total Loss: 13689.05566406
10/04/24 22:56:26 (0:00:09.09) | [1/10000] Batch 208 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13560.115, Rec. Loss: 13288.11132812 | Total Loss: 13301.67187500
10/04/24 22:56:26 (0:00:09.13) | [1/10000] Batch 209 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14131.647, Rec. Loss: 13942.16015625 | Total Loss: 13956.29199219
10/04/24 22:56:26 (0:00:09.16) | [1/10000] Batch 210 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13205.038, Rec. Loss: 12901.93554688 | Total Loss: 12915.14062500
10/04/24 22:56:26 (0:00:09.20) | [1/10000] Batch 211 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13717.604, Rec. Loss: 13531.44824219 | Total Loss: 13545.16601562
10/04/24 22:56:26 (0:00:09.24) | [1/10000] Batch 212 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12762.674, Rec. Loss: 12561.81933594 | Total Loss: 12574.58203125
10/04/24 22:56:26 (0:00:09.28) | [1/10000] Batch 213 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13871.514, Rec. Loss: 13707.32128906 | Total Loss: 13721.19238281
10/04/24 22:56:26 (0:00:09.32) | [1/10000] Batch 214 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13598.904, Rec. Loss: 13428.10449219 | Total Loss: 13441.70312500
10/04/24 22:56:26 (0:00:09.35) | [1/10000] Batch 215 (0.008s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 15273.932, Rec. Loss: 15044.64355469 | Total Loss: 15059.91796875
10/04/24 22:56:26 (0:00:09.39) | [1/10000] Batch 216 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13313.936, Rec. Loss: 13100.50000000 | Total Loss: 13113.81347656
10/04/24 22:56:26 (0:00:09.43) | [1/10000] Batch 217 (0.008s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14010.635, Rec. Loss: 13823.65234375 | Total Loss: 13837.66308594
10/04/24 22:56:26 (0:00:09.47) | [1/10000] Batch 218 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14021.346, Rec. Loss: 13824.88183594 | Total Loss: 13838.90332031
10/04/24 22:56:26 (0:00:09.51) | [1/10000] Batch 219 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13164.569, Rec. Loss: 12909.08398438 | Total Loss: 12922.24902344
10/04/24 22:56:26 (0:00:09.54) | [1/10000] Batch 220 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14153.568, Rec. Loss: 13978.46875000 | Total Loss: 13992.62207031
10/04/24 22:56:26 (0:00:09.58) | [1/10000] Batch 221 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13859.002, Rec. Loss: 13666.46582031 | Total Loss: 13680.32519531
10/04/24 22:56:26 (0:00:09.62) | [1/10000] Batch 222 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14181.337, Rec. Loss: 14009.73046875 | Total Loss: 14023.91210938
10/04/24 22:56:26 (0:00:09.66) | [1/10000] Batch 223 (0.008s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13236.871, Rec. Loss: 13087.70800781 | Total Loss: 13100.94531250
10/04/24 22:56:27 (0:00:09.70) | [1/10000] Batch 224 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14714.271, Rec. Loss: 14461.18164062 | Total Loss: 14475.89550781
10/04/24 22:56:27 (0:00:09.73) | [1/10000] Batch 225 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13988.936, Rec. Loss: 13814.06250000 | Total Loss: 13828.05175781
10/04/24 22:56:27 (0:00:09.77) | [1/10000] Batch 226 (0.008s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14489.766, Rec. Loss: 14310.45410156 | Total Loss: 14324.94433594
10/04/24 22:56:27 (0:00:09.81) | [1/10000] Batch 227 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13829.362, Rec. Loss: 13641.74804688 | Total Loss: 13655.57714844
10/04/24 22:56:27 (0:00:09.85) | [1/10000] Batch 228 (0.008s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 11674.658, Rec. Loss: 11589.66210938 | Total Loss: 11601.33691406
10/04/24 22:56:27 (0:00:09.88) | [1/10000] Batch 229 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12982.589, Rec. Loss: 12828.45117188 | Total Loss: 12841.43359375
10/04/24 22:56:27 (0:00:09.92) | [1/10000] Batch 230 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13681.078, Rec. Loss: 13454.92382812 | Total Loss: 13468.60449219
10/04/24 22:56:27 (0:00:09.96) | [1/10000] Batch 231 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14042.465, Rec. Loss: 13890.27636719 | Total Loss: 13904.31835938
10/04/24 22:56:27 (0:00:10.00) | [1/10000] Batch 232 (0.008s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13672.074, Rec. Loss: 13549.92285156 | Total Loss: 13563.59472656
10/04/24 22:56:27 (0:00:10.03) | [1/10000] Batch 233 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13945.558, Rec. Loss: 13768.52246094 | Total Loss: 13782.46777344
10/04/24 22:56:27 (0:00:10.07) | [1/10000] Batch 234 (0.008s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13682.667, Rec. Loss: 13497.81445312 | Total Loss: 13511.49707031
10/04/24 22:56:27 (0:00:10.11) | [1/10000] Batch 235 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14659.396, Rec. Loss: 14493.01074219 | Total Loss: 14507.66992188
10/04/24 22:56:27 (0:00:10.15) | [1/10000] Batch 236 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12942.704, Rec. Loss: 12804.17578125 | Total Loss: 12817.11816406
10/04/24 22:56:27 (0:00:10.18) | [1/10000] Batch 237 (0.008s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13486.922, Rec. Loss: 13316.95117188 | Total Loss: 13330.43847656
10/04/24 22:56:27 (0:00:10.22) | [1/10000] Batch 238 (0.008s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12904.079, Rec. Loss: 12820.24023438 | Total Loss: 12833.14453125
10/04/24 22:56:27 (0:00:10.26) | [1/10000] Batch 239 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13511.917, Rec. Loss: 13312.65917969 | Total Loss: 13326.17089844
10/04/24 22:56:27 (0:00:10.30) | [1/10000] Batch 240 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14014.533, Rec. Loss: 13720.76757812 | Total Loss: 13734.78222656
10/04/24 22:56:27 (0:00:10.34) | [1/10000] Batch 241 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12441.938, Rec. Loss: 12287.24707031 | Total Loss: 12299.68945312
10/04/24 22:56:27 (0:00:10.37) | [1/10000] Batch 242 (0.008s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13258.969, Rec. Loss: 13114.62207031 | Total Loss: 13127.88085938
10/04/24 22:56:27 (0:00:10.41) | [1/10000] Batch 243 (0.010s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14888.207, Rec. Loss: 14711.94140625 | Total Loss: 14726.83007812
10/04/24 22:56:27 (0:00:10.45) | [1/10000] Batch 244 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14209.178, Rec. Loss: 14073.39746094 | Total Loss: 14087.60644531
10/04/24 22:56:27 (0:00:10.49) | [1/10000] Batch 245 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12894.477, Rec. Loss: 12794.35644531 | Total Loss: 12807.25097656
10/04/24 22:56:27 (0:00:10.53) | [1/10000] Batch 246 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13404.441, Rec. Loss: 13244.00976562 | Total Loss: 13257.41406250
10/04/24 22:56:27 (0:00:10.56) | [1/10000] Batch 247 (0.008s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14863.800, Rec. Loss: 14665.47460938 | Total Loss: 14680.33886719
10/04/24 22:56:27 (0:00:10.60) | [1/10000] Batch 248 (0.010s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13970.770, Rec. Loss: 13680.23632812 | Total Loss: 13694.20703125
10/04/24 22:56:27 (0:00:10.64) | [1/10000] Batch 249 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13850.562, Rec. Loss: 13647.47656250 | Total Loss: 13661.32714844
10/04/24 22:56:28 (0:00:10.68) | [1/10000] Batch 250 (0.008s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13210.191, Rec. Loss: 13056.13183594 | Total Loss: 13069.34179688
10/04/24 22:56:28 (0:00:10.72) | [1/10000] Batch 251 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12616.254, Rec. Loss: 12444.09667969 | Total Loss: 12456.71289062
10/04/24 22:56:28 (0:00:10.75) | [1/10000] Batch 252 (0.008s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13217.621, Rec. Loss: 13075.63281250 | Total Loss: 13088.85058594
10/04/24 22:56:28 (0:00:10.79) | [1/10000] Batch 253 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14115.025, Rec. Loss: 14011.26074219 | Total Loss: 14025.37597656
10/04/24 22:56:28 (0:00:10.83) | [1/10000] Batch 254 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13216.359, Rec. Loss: 13086.29589844 | Total Loss: 13099.51269531
10/04/24 22:56:28 (0:00:10.87) | [1/10000] Batch 255 (0.010s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13212.088, Rec. Loss: 12976.66308594 | Total Loss: 12989.87500000
10/04/24 22:56:28 (0:00:10.91) | [1/10000] Batch 256 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14290.098, Rec. Loss: 14111.65429688 | Total Loss: 14125.94433594
10/04/24 22:56:28 (0:00:10.95) | [1/10000] Batch 257 (0.010s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12766.463, Rec. Loss: 12640.00976562 | Total Loss: 12652.77636719
10/04/24 22:56:28 (0:00:10.99) | [1/10000] Batch 258 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13322.623, Rec. Loss: 13220.23339844 | Total Loss: 13233.55566406
